# name,planet_status,mass,mass_error_min,mass_error_max,mass_sini,mass_sini_error_min,mass_sini_error_max,radius,radius_error_min,radius_error_max,orbital_period,orbital_period_error_min,orbital_period_error_max,semi_major_axis,semi_major_axis_error_min,semi_major_axis_error_max,eccentricity,eccentricity_error_min,eccentricity_error_max,inclination,inclination_error_min,inclination_error_max,angular_distance,discovered,updated,omega,omega_error_min,omega_error_max,tperi,tperi_error_min,tperi_error_max,tconj,tconj_error_min,tconj_error_max,tzero_tr,tzero_tr_error_min,tzero_tr_error_max,tzero_tr_sec,tzero_tr_sec_error_min,tzero_tr_sec_error_max,lambda_angle,lambda_angle_error_min,lambda_angle_error_max,impact_parameter,impact_parameter_error_min,impact_parameter_error_max,tzero_vr,tzero_vr_error_min,tzero_vr_error_max,k,k_error_min,k_error_max,temp_calculated,temp_calculated_error_min,temp_calculated_error_max,temp_measured,hot_point_lon,geometric_albedo,geometric_albedo_error_min,geometric_albedo_error_max,log_g,publication_status,detection_type,mass_detection_type,radius_detection_type,alternate_names,molecules,star_name,ra,dec,mag_v,mag_i,mag_j,mag_h,mag_k,star_distance,star_distance_error_min,star_distance_error_max,star_metallicity,star_metallicity_error_min,star_metallicity_error_max,star_mass,star_mass_error_min,star_mass_error_max,star_radius,star_radius_error_min,star_radius_error_max,star_sp_type,star_age,star_age_error_min,star_age_error_max,star_teff,star_teff_error_min,star_teff_error_max,star_detected_disc,star_magnetic_field,star_alternate_names
HAT-P-46 b,Confirmed,0.49,0.052,0.082,,,,1.28,0.133,0.271,4.46,4.80E-05,4.80E-05,0.0577,0.0009,0.0014,0.123,0.12,0.12,85.5,2.3,0.8,,2013,5/27/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,HAT-P-46,270.4458,-2.9708333,11.936,,,,,296.00,29,61,0.3,0.1,0.1,1.28,0.06,0.095,1.40,0.136,0.293,,2.50,1,0.7,6120,100,100,,,
HAT-P-46 c,Confirmed,2.00,0.3,0.3,,,,,,,77.70,0.6,0.6,0.387,0.007,0.01,,,,,,,,2013,5/21/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,HAT-P-46,270.4458,-2.9708333,11.936,,,,,296.00,29,61,0.3,0.1,0.1,1.28,0.06,0.095,1.40,0.136,0.293,,2.50,1,0.7,6120,100,100,,,
HAT-P-47 b,Confirmed,0.21,0.039,0.039,,,,1.31,0.045,0.045,4.73,1.30E-05,1.30E-05,0.0615,0.0006,0.0006,0,,,84.8,0.2,0.2,,2016,6/25/2017,,,,,,,,,,2455661.637,0.00041,0.00041,,,,,,,0.794,0.011,0.011,,,,19.9,3.8,3.8,,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,HAT-P-47,38.30833334,30.36055557,10.6,,,,,268.00,7,7,0,0.08,0.08,1.39,0.038,0.038,1.52,0.04,0.04,,1.50,0.3,0.3,6703,50,50,,,
HAT-P-48 b,Confirmed,0.17,0.024,0.024,,,,1.13,0.054,0.054,4.41,8.00E-06,8.00E-06,0.0543,0.0007,0.0007,0,,,86.8,0.3,0.5,,2016,6/25/2017,,,,,,,,,,2455839.21,0.00029,0.00029,,,,,,,0.281,0.057,0.04,,,,19.6,2.8,2.8,,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,HAT-P-48,44.47083335,30.62583335,12.16,,,,,305.00,12,12,0.02,0.08,0.08,1.10,0.041,0.041,1.22,0.046,0.046,,4.70,0.8,1.3,5946,50,50,,,
HAT-P-49 b,Confirmed,1.73,0.205,0.205,,,,1.41,0.077,0.128,2.69,6.00E-06,6.00E-06,0.0438,0.0005,0.0005,0,,,86.2,1.7,1.7,,2014,5/21/2014,,,,,,,,,,2456399.624,0.00063,0.00063,,,,,,,,,,,,,,,,2131,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,HAT-P-49,305.4416667,26.6927778,10.21,,,,,322.00,24,13,0.074,0.08,0.08,1.54,0.051,0.051,1.83,0.138,0.076,A5,1.50,0.2,0.2,6820,52,52,,,
HAT-P-5 b,Confirmed,1.06,0.11,0.11,,,,1.25,0.05,0.05,2.79,2.50E-05,2.50E-05,0.04079,0.00076,0.00076,0,,,86.75,0.44,0.44,0.00012,2007,5/22/2012,,,,,,,,,,2454241.777,,,,,,,,,,,,,,,,,,,,,,,,,,,Submitted to a professional journal,Primary Transit,,,,,HAT-P-5,274.4054125,36.62135557,12,11.3,,,,340.00,30,30,0.24,0.15,0.15,1.16,0.065,0.065,1.14,0.007,0.007,,1.70,1.4,1.4,5960,100,100,,,
HAT-P-50 b,Confirmed,1.36,0.0748,0.0751,1.35,0.073,0.073,1.29,0.064,0.064,3.12,6.50E-06,6.50E-06,0.0453,0.0014,0.00058,0.115,0.115,0,83.65,0.57,0.57,,2015,7/27/2015,,,,,,,,,,2456285.91,0.00036,0.00036,2456287.471,0.00036,0.00036,,,,0.629,0.032,0.041,,,,161.3,5.6,5.6,1862,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,HAT-P-50,118.0625,28.13944445,11.76,,,,,597.00,21,21,-0.18,0.08,0.08,1.27,0.049,0.115,1.70,0.071,0.071,,3.37,1.44,0.27,6280,49,49,,,"GSC 0787-00340, 2MASS 07521521+1208218"
HAT-P-51 b,Confirmed,0.31,0.0181,0.0181,0.309,0.018,0.018,1.29,0.054,0.054,4.22,5.90E-06,5.90E-06,0.05069,0.00049,0.00049,0.123,0.123,0,88.48,0.57,0.57,,2015,8/17/2015,,,,,,,,,,2456194.122,0.0004,0.0004,2456196.231,0.0004,0.0004,,,,0.277,0.085,0.119,,,,39.5,2.2,2.2,1192,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,HAT-P-51,21.06666667,32.81083336,13.44,,,,,470.00,16,16,0.27,0.08,0.08,0.98,0.028,0.028,1.04,0.038,0.029,,8.20,1.7,1.7,5449,50,50,,,"GSC 2296-00637, 2MASS 01241564+3248387"
HAT-P-52 b,Confirmed,0.82,0.0296,0.0298,0.818,0.029,0.029,1.01,0.072,0.072,2.75,9.40E-06,9.40E-06,0.03694,0.00038,0.00038,0.047,0.047,0,87.02,0.86,0.86,,2015,8/17/2015,,,,,,,,,,2455852.103,0.00041,0.00041,2455853.43,0.00041,0.00041,,,,0.461,0.122,0.094,,,,128.4,3.8,3.8,1218,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,HAT-P-52,42.72083335,29.02250001,14.07,,,,,385.00,21,21,0.28,0.08,0.08,0.89,0.027,0.027,0.89,0.047,0.047,,9.40,4.1,4.1,5131,50,50,,,"GSC 1793-01136, 2MASS 02505320+2901206"
HAT-P-53 b,Confirmed,1.49,0.05812,0.05934,1.484,0.056,0.056,1.32,0.091,0.091,1.96,3.90E-06,3.90E-06,0.03159,0.00052,0.00052,0.134,0.134,0,86.2,1.5,1.5,,2015,8/17/2015,,,,,,,,,,2455829.448,0.00044,0.00044,2455830.429,0.00044,0.00044,,,,0.38,0.15,0.11,,,,226.8,6,6,1778,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,HAT-P-53,21.87083334,38.96805558,13.73,,,,,719.00,43,43,0,0.08,0.08,1.09,0.043,0.043,1.21,0.081,0.062,,4.67,1.45,0.83,5956,50,50,,,"GSC 2813-01266, 2MASS 01272906+3858053"
HAT-P-54 b,Confirmed,0.76,0.032,0.032,,,,0.94,0.028,0.028,3.80,1.40E-05,1.40E-05,0.04117,0.00043,0.00043,0.074,0.074,0,87.04,0.084,0.084,,2014,5/21/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,HAT-P-54,99.89804168,25.4825278,13.505,,,,,135.80,3.5,3.5,-0.127,0.08,0.08,0.65,0.02,0.02,0.62,0.013,0.013,K,3.90,2.1,4.3,4390,50,50,,,
HAT-P-55 b,Confirmed,0.58,0.0562,0.0563,0.582,0.056,0.056,1.18,0.055,0.055,3.59,6.40E-06,6.40E-06,0.04604,0.00056,0.00056,0.139,0.139,0,87.7,0.56,0.56,,2015,8/17/2015,,,,,,,,,,2456730.835,0.00027,0.00027,,,,,,,0.153,0.06,0.062,,,,76.7,7.1,7.1,1313,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,HAT-P-55,264.273,25.73119447,13.207,,,,,480.00,19,19,-0.03,0.08,0.08,1.01,0.037,0.037,1.01,0.036,0.036,,4.20,1.7,1.7,5808,50,50,,,
HAT-P-56 b,Confirmed,2.20,0.253,0.253,2.18,0.25,0.25,1.47,0.04,0.04,2.79,4.70E-06,4.70E-06,0.0423,0.00039,0.00039,0.246,0.246,0,82.13,0.18,0.18,,2015,5/9/2016,,,,,,,,,,2456553.616,0.00042,0.00042,,,,8,2,2,0.7613,0.0104,0.0077,,,,262,30,30,1840,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,HAT-P-56,101.35,27.25222223,10.91,,,,,310.50,7.1,7.1,-0.077,0.08,0.08,1.30,0.036,0.036,1.43,0.03,0.03,F,2.01,0.35,0.35,6566,50,50,,,
HAT-P-57 b,Confirmed,1.85,1.85,0.00104,1.85,1.85,0,1.41,0.054,0.054,2.47,3.20E-06,3.20E-06,0.0406,0.0011,0.0011,0,,,88.26,0.85,0.85,,2015,11/4/2015,,,,,,,,,,2455113.481,0.00048,0.00048,,,,,,,0.031,0.023,0.04,,,,215.2,215.2,0,2200,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,HAT-P-57,282.2416667,10.59722225,10.47,,,,,303.00,13,13,-0.25,0.25,0.25,1.47,0.12,0.12,1.50,0.05,0.05,,1.00,0.51,0.67,7500,250,250,,,2MASS 18185842+103
HAT-P-6 b,Confirmed,1.06,0.119,0.119,,,,1.33,0.061,0.061,3.85,1.40E-06,1.40E-06,0.05235,0.00087,0.00087,0,,,85.51,0.35,0.35,0.000262,2007,5/31/2013,,,,,,,,,,2454035.676,0.00025,0.00025,,,,,,,,,,,,,,,,,,,,,,,,,Submitted to a professional journal,Primary Transit,,,,,HAT-P-6,354.775,42.4661111,10.5,10.6,,,,200.00,20,20,-0.13,0.08,0.08,1.29,0.06,0.06,1.46,0.06,0.06,F,2.30,0.7,0.7,6570,80,80,,,
HAT-P-65 b,Confirmed,0.53,0.083,0.083,,,,1.89,0.13,0.13,2.61,3.10E-06,3.10E-06,0.03951,0.00054,0.00054,0.3,0.3,0,84.2,1.3,1.3,,2016,9/12/2016,,,,,,,,,,2456409.333,0.00046,0.00046,,,,,,,0.464,0.094,0.07,,,,68.4,11,11,1930,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,HAT-P-65,315.9041667,11.98944447,13.15,,,,,841.00,45,45,0.1,0.08,0.08,1.21,0.05,0.05,1.86,0.01,0.01,,5.46,0.6,0.6,5835,51,51,,,
HAT-P-66 b,Confirmed,0.78,0.057,0.057,,,,1.59,0.1,0.16,2.97,5.70E-06,5.70E-06,0.04363,0.00064,0.00121,0,,,86.2,1.8,1.8,,2016,9/12/2016,,,,,,,,,,457258.7991,0.00072,0.00072,,,,,,,0.11,0.081,0.106,,,,93.5,5.7,5.7,,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,HAT-P-66,150.573,53.95086113,13,,,,,927.00,49,75,0.035,0.08,0.08,1.26,0.0054,0.107,1.88,0.095,0.151,,4.66,0.12,0.52,6002,50,50,,,
HAT-P-67 b,Confirmed,0.34,0.19,0.25,,,,2.09,0.071,0.096,4.81,3.30E-07,4.30E-07,0.06505,0.00079,0.00273,0.24,0.12,0.12,88.8,1.3,1.3,,2017,2/7/2017,172,43,31,,,,,,,2455961.385,0.00064,0.00076,,,,,,,0.12,0.08,0.12,,,,52,52,0,1903,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,HAT-P-67,256.6125,44.77694447,10.69,,,,,320.00,14,48,-0.08,0.04,0.04,1.64,0.072,0.155,1.55,0.014,0.084,F,1.24,0.22,0.27,6406,61,65,,,
HAT-P-7 b,Confirmed,1.74,0.028,0.028,,,,1.43,0.011,0.011,2.20,2.40E-06,2.40E-06,0.0379,0.0004,0.0004,0,,,84.1,2,2,0.000118,2008,3/12/2017,,,,,,,,,,2454731.68,0.00023,0.00023,,,,,,,0.497,0.001,0.001,,,,,,,2121,,,,,,,,,Published in a refereed paper,Primary Transit,,,Kepler-2 b,,HAT-P-7,292.2458333,47.9694444,10.5,,,,,320.00,40,40,0.13,,,1.51,0.05,0.04,2.00,0.02,0.01,,2.07,0.23,0.28,6259,32,32,,,
HAT-P-8 b,Confirmed,1.34,0.05,0.05,,,,1.50,0.06,0.06,3.08,1.50E-06,1.50E-06,0.0449,0.0007,0.0007,0,,,87.8,0.77,0.77,0.000195,2008,7/29/2013,,,,,,,,,,2454437.677,0.00034,0.00034,,,,,,,,,,,,,,,,,,,,,,,,,Submitted to a professional journal,Primary Transit,,,,,HAT-P-8,343.0416667,35.4472222,10.17,,,,,230.00,15,15,0.01,0.08,0.08,1.28,0.04,0.04,1.58,0.06,0.06,,3.40,1,1,6200,80,80,,,
HAT-P-9 b,Confirmed,0.67,0.08,0.08,,,,1.40,0.06,0.06,3.92,2.00E-06,2.00E-06,0.053,0.002,0.002,0,,,86.5,0.2,0.2,0.00011,2008,5/31/2013,,,,,,,,,,2455292.696,0.00036,0.00036,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,HAT-P-9,110.1666667,37.1405556,,,11.27,11.04,11.02,480.00,60,60,0.12,0.2,0.2,1.28,0.13,0.13,1.32,0.07,0.07,F,1.60,1.4,1.4,6350,150,150,,,
HATS-1 b,Confirmed,1.86,4.00E-06,4.00E-06,,,,1.30,0.058,0.058,3.45,,,0.0444,0.0008,0.0008,0.12,0.092,0.092,85.6,1.4,1.4,0.000147,2012,6/8/2012,60,0,0,,,,,,,2455241.287,0.00071,0.00071,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,HATS-1,175.525,-23.3547222,12.05,,,,,303.00,23,23,-0.06,0.12,0.12,0.99,0.054,0.054,1.04,0.075,0.075,,6.00,2.8,2.8,5870,100,100,,,
HATS-10 b,Confirmed,0.53,0.0812,0.0814,0.526,0.081,0.081,0.97,0.045,0.061,3.31,5.80E-06,5.80E-06,0.0449,0.00074,0.00074,0.5,0.5,0,87.79,0.72,0.72,,2015,8/17/2015,,,,,,,,,,2456457.882,0.00022,0.00022,,,,,,,,,,,,,67,10,10,1407,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,HATS-10,294.3083333,-22.20444445,13.1,,,,,496.00,24,24,0.15,0.1,0.1,1.10,0.054,0.054,1.11,0.055,0.04,,3.30,1.7,1.7,5880,120,120,,,
HATS-11 b,Confirmed,0.85,0.12,0.12,0.85,0.12,0.12,1.51,0.078,0.078,3.62,9.90E-06,9.90E-06,0.04614,0.00093,0.00093,0.34,0.34,0,88.31,0.86,0.86,,2016,5/1/2016,,,,,,,,,,2456574.966,0.0013,0.0013,,,,,,,,,,,,,112,15,15,1637,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,HATS-11,289.4,-22.39000001,14,,,,,906.00,41,41,-0.39,0.06,0.06,1.00,0.06,0.06,1.44,0.06,0.06,G0,7.70,1.6,2.2,6060,150,150,,,
HATS-12 b,Confirmed,2.40,0.119,0.123,2.38,0.11,0.11,1.35,0.17,0.17,3.14,1.10E-05,1.10E-05,0.04795,0.00077,0.00077,0.085,0.085,0,82.7,1.9,1.9,,2016,5/1/2016,,,,,,,,,,2456798.956,0.0012,0.0012,,,,,,,,,,,,,250.6,9.4,9.4,2097,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,HATS-12,289.2041667,-19.35583335,12.76,,,,,981.00,94,94,-0.1,0.04,0.04,1.49,0.07,0.07,2.21,0.2,0.2,F,2.36,0.3,0.3,6408,75,75,,,
HATS-13 b,Confirmed,0.54,0.0721,0.0722,0.543,0.072,0.072,1.21,0.035,0.035,3.04,2.70E-06,2.70E-06,0.04057,0.00041,0.00041,0.18,0.18,0,88.55,0.43,0.43,,2015,7/27/2015,,,,,,,,,,2456340.317,0.00026,0.00026,,,,,,,0.249,0.071,0.062,,,,78,10,10,1244,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,HATS-13,316.9625,-26.09666668,13.89,,,,,476.00,12,12,0.05,0.06,0.06,0.96,0.029,0.029,0.89,0.019,0.019,,2.50,1.7,1.7,5523,69,69,,,
HATS-14 b,Confirmed,1.07,0.07018,0.07036,1.071,0.07,0.07,1.04,0.0022,0.0032,2.77,2.70E-06,2.70E-06,0.03815,0.00032,0.00032,0.142,0.142,0,88.83,0.66,0.66,,2015,8/1/2015,,,,,,,,,,2456408.765,0.00021,0.00021,,,,,,,0.18,0.1,0.12,,,,158,10,10,,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,HATS-14,313.2166667,-25.68722224,13.79,,,,,513.00,14,14,0.33,0.06,0.06,0.97,0.024,0.024,0.93,0.023,0.015,,4.90,1.7,1.7,5346,60,60,,,
HATS-15 b,Confirmed,2.17,0.15,0.15,,,,1.11,0.04,0.04,1.75,9.40E-07,9.40E-07,0.02712,0.00023,0.00023,0,0,0.126,87.13,,,,2014,4/28/2016,,,,,,,,,,,,,,,,,,,,,,,,,399,26,26,,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,,,,HATS-15,311.0925,-19.43752779,14.774,,,,,689.00,23,23,0,0.05,0.05,0.87,0.023,0.023,0.92,0.027,0.027,,11.00,2,1.4,5311,77,77,,,2MASS 20442207-1926150
HATS-16 b,Confirmed,3.27,0.19,0.19,,,,1.30,0.15,0.15,2.69,1.10E-05,1.10E-05,0.03744,0.00045,0.00045,0,,,83.53,0.86,1.37,,2015,4/28/2016,,,,,,,,,,,,,,,,,,,,,,,,,485,25,25,,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,,,,HATS-16,358.5585,-30.01300001,13.834,,,,,774.00,74,74,0.1,0.05,0.05,0.97,0.035,0.035,1.24,0.127,0.097,,9.50,1.8,1.8,5738,79,79,,,2MASS 23541409-3000467
HATS-17 b,Confirmed,1.34,0.06509,0.06513,1.338,0.065,0.065,0.78,0.056,0.056,16.25,7.30E-05,7.30E-05,0.1308,0.0012,0.0012,0.029,0.022,0.022,89.08,0.26,0.26,,2016,5/6/2016,354,,,,,,,,,2457139.167,0.0014,0.0014,,,,,,,0.187,0.083,0.074,,,,99.1,4.4,4.4,814,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,HATS-17,192.1916667,-47.61361113,12.4,,,,,339.00,16,22,0.3,0.03,0.03,1.13,0.03,0.03,1.09,0.046,0.07,G,2.10,1.3,1.3,5846,78,78,,,
HATS-18 b,Confirmed,1.98,0.077,0.077,,,,1.34,0.049,0.1,0.84,4.70E-07,4.70E-07,0.01761,0.00027,0.00027,0.166,0.166,0,85.5,2.8,1.9,,2016,6/6/2016,,,,,,,,,,2457089.906,0.00026,0.00026,,,,,,,0.29,0.11,0.15,,,,415.2,10,10,2060,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,HATS-18,173.9583334,-29.15611112,14,,,,,645.00,25,36,0.28,0.08,0.08,1.04,0.047,0.047,1.02,0.031,0.057,G,4.20,,,5600,120,120,,,
HATS-19 b,Confirmed,0.43,0.071,0.071,,,,1.66,0.21,0.27,4.57,1.00E-05,1.00E-05,0.0589,0.0013,0.0013,0.3,0.1,0.1,86.6,1.7,1.7,,2016,7/11/2016,44,50,50,,,,,,,2456660,0.00059,0.00059,,,,,,,0.32,0.13,0.11,,,,46.1,8,8,1570,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,HATS-19,147.4083333,-33.21861112,13,,,,,780.00,110,110,0.24,0.05,0.05,1.30,0.83,0.83,1.74,0.25,0.25,G0,3.94,0.5,0.96,5896,77,77,,,
HATS-2 b,Confirmed,1.35,0.15,0.15,,,,1.17,0.03,0.03,1.35,1.00E-06,1.00E-06,0.023,0.0003,0.0003,0,,,87.2,0.7,0.7,,2013,4/29/2013,,,,,,,,,,2455954.586,9.00E-05,9.00E-05,,,,,,,,,,,,,,,,,,,,,,,,,Submitted to a professional journal,Primary Transit,,,,,HATS-2,176.739094,-22.562992,13.562,,11.906,11.475,11.386,360.00,11,11,0.15,0.05,0.05,0.88,0.037,0.037,0.90,0.019,0.019,K,9.70,2.9,2.9,5227,95,95,,,
HATS-20 b,Confirmed,0.27,0.035,0.035,,,,0.78,0.055,0.055,3.80,7.90E-06,7.90E-06,0.04619,0.00044,0.00044,0.5,0.5,0,87.16,0.54,0.54,,2016,7/11/2016,,,,,,,,,,2457121.165,0.00055,0.00055,,,,,,,0.551,0.075,0.072,,,,37.9,4.8,4.8,1147,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,HATS-20,198.1333333,-45.59055557,13.77,,,,,454.00,22,30,0.03,0.05,0.05,0.91,0.026,0.026,0.89,0.04,0.057,G9V,6.40,3.4,3.4,5406,49,49,,,
HATS-21 b,Confirmed,0.33,0.03,0.04,,,,1.12,0.054,0.147,3.55,5.80E-06,5.80E-06,0.04676,0.00038,0.00038,0,,,85.04,0.65,0.23,,2016,7/28/2016,,,,,,,,,,2457109.225,0.00057,0.00057,,,,,,,0.853,0.014,0.034,,,,41.6,4.3,4.3,1284,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,HATS-21,280.1833333,-58.45916668,12.2,,,,,286.00,12,24,0.3,0.04,0.04,1.08,0.026,0.026,1.02,0.036,0.089,G4V,2.30,1.7,1.7,5695,67,67,,,
HATS-22 b,Confirmed,2.74,0.11,0.11,,,,0.95,0.029,0.048,4.72,5.20E-06,5.20E-06,0.05025,0.00042,0.00042,0.079,0.026,0.026,87.96,0.21,0.21,,2016,7/11/2016,56,73,73,,,,,,,2457070.58,0.00022,0.00022,,,,,,,0.536,0.064,0.036,,,,399,15,15,858,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,HATS-22,174.0083333,-29.60055557,13.46,,,,,207.90,6.6,8.9,0,0.04,0.04,0.76,0.019,0.019,0.69,0.018,0.028,,4.60,4,5.8,4803,55,55,,,
HATS-23 b,Confirmed,1.47,0.072,0.072,,,,1.86,0.4,0.3,2.16,4.50E-06,4.50E-06,0.03397,0.00047,0.00047,0.114,0.114,0,81.02,0.62,0.93,,2015,7/11/2016,,,,,,,,,,2457072.853,0.0007,0.0007,,,,,,,0.949,0.049,0.029,,,,219.3,8.6,8.6,1654,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,HATS-23,286.3666667,-50.0675,13.9,,,,,747.00,46,46,0.28,0.07,0.07,1.12,0.046,0.046,1.20,0.081,0.061,,4.20,1.5,1.5,5780,120,120,,,
HATS-24 b,Confirmed,2.44,0.18,0.18,,,,1.49,0.054,0.078,1.35,1.30E-06,1.30E-06,0.02547,0.00023,0.00023,0.24,0.24,0,86.6,1.2,1.2,,2016,7/11/2016,,,,,,,,,,2457038.473,0.00038,0.00038,,,,,,,0.276,0.1,0.08,,,,396,29,29,2067,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,HATS-24,268.8916667,-61.74722225,12.8,,,,,510.00,15,15,0,0.05,0.05,1.21,0.033,0.033,1.17,0.033,0.033,,0.88,0.045,0.067,6346,81,81,,,
HATS-25 b,Confirmed,0.61,0.042,0.042,,,,1.26,0.1,0.1,4.30,4.50E-06,4.50E-06,0.05163,0.0006,0.0006,0.088,0.088,0.088,86.93,0.71,0.71,,2016,7/28/2016,,,,,,,,,,2456870.369,0.00051,0.00051,,,,,,,0.538,0.105,0.075,,,,76.8,5,5,,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,HATS-25,207.9075,-23.78116669,13.1,,,,,466.00,30,30,0.02,0.05,0.05,0.99,0.035,0.035,1.11,0.069,0.069,G,7.50,1.9,1.9,5715,73,73,,,"GSC 6716-01190, 2MASS 13513786-2346522"
HATS-26 b,Confirmed,0.65,0.076,0.076,,,,1.75,0.21,0.21,3.30,7.60E-06,7.60E-06,0.04735,0.00068,0.00133,0.122,0.122,0.122,86.2,1.9,1.9,,2016,7/28/2016,,,,,,,,,,2456867.423,0.0012,0.0012,,,,,,,0.33,0.17,0.12,,,,73.3,8,8,,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,HATS-26,144.9268333,-28.58558335,12.955,,,,,907.00,49,69,-0.02,0.05,0.05,1.30,0.056,0.113,2.04,0.11,0.15,F,4.04,0.94,0.62,6071,81,81,,,"GSC 6614-01083, 2MASS 09394244-2835081"
HATS-27 b,Confirmed,0.53,0.13,0.13,,,,1.50,0.11,0.2,4.64,1.40E-05,1.40E-05,0.0611,0.00068,0.00068,0.29,0.29,0.29,87.3,1.3,1.3,,2016,7/28/2016,,,,,,,,,,2457029.337,0.0011,0.0011,,,,,,,0.36,0.19,0.15,,,,51,13,13,,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,HATS-27,193.5525,-46.58772224,12.8,,,,,840.00,51,80,0.09,0.04,0.04,1.42,0.048,0.048,1.74,0.1,0.17,F,2.30,0.22,0.22,6438,64,64,,,"GSC 8245-02236, 2MASS 12541261-4635157"
HATS-28 b,Confirmed,0.67,0.087,0.087,,,,1.19,0.07,0.07,3.18,3.90E-06,3.90E-06,0.04131,0.00053,0.00053,0.101,0.101,0.101,86.17,0.42,0.42,,2016,7/28/2016,,,,,,,,,,2457034.283,0.00046,0.00046,,,,,,,0.643,0.047,0.039,,,,97,12,12,,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,HATS-28,284.4,-49.13847223,,,,,,521.00,25,25,0.01,0.06,0.06,0.93,0.036,0.036,0.92,0.04,0.04,G,6.20,2.8,2.8,5498,84,84,,,"GSC 8382-00661, 2MASS 18573592-4908184"
HATS-29 b,Confirmed,0.65,0.063,0.063,,,,1.25,0.061,0.061,4.61,6.30E-06,6.30E-06,0.05475,0.00088,0.00088,0.079,0.079,0.079,87.37,0.34,0.34,,2016,7/28/2016,,,,,,,,,,2457031.956,0.00038,0.00038,,,,,,,0.502,0.041,0.046,,,,78.4,7.1,7.1,,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,HATS-29,135.096,-54.89319447,12.6,,,,,351.00,15,15,0.16,0.08,0.08,1.03,0.049,0.049,1.07,0.038,0.038,G,5.50,1.7,2.6,5670,110,110,,,"GSC 8763-00475, 2MASS 19002314-5453354"
HATS-3 b,Confirmed,1.07,0.136,0.136,,,,1.38,0.035,0.035,3.55,5.00E-06,5.00E-06,0.0485,0.0006,0.0004,,,,,,,,2013,7/30/2014,,,,,,,,,,,,,,,,3,25,25,,,,,,,,,,1648,,,,,,,,,Submitted to a professional journal,Primary Transit,,,,,HATS-3,312.4583,-24.4289,11.44,,,,,453.00,11,11,-0.157,0.07,0.07,1.21,0.036,0.036,1.40,0.03,0.03,F,3.20,0.4,0.6,6351,76,76,,,
